text,final_text,tokens,sentiment_score,sentiment
"Teksturnya creamy gel putih, masih cukup ringan buatku personally. Jadi buat dipakai pagi masih cocok & gak bikin gerah, gak lengket juga. Finishnya gak keliatan glowing di kulitku, lebih ke velvet & kulit keliatan jadi lebih halus

masih ada wanginya, tapi cukup light #skintizen",tekstur creamy gel putih ringan buat personally pakai pagi cocok bikin gerah lengket finishnya lihat glowing kulit velvet kulit lihat halus wangi light skintizen,"['tekstur', 'creamy', 'gel', 'putih', 'ringan', 'buat', 'personally', 'pakai', 'pagi', 'cocok', 'bikin', 'gerah', 'lengket', 'finishnya', 'lihat', 'glowing', 'kulit', 'velvet', 'kulit', 'lihat', 'halus', 'wangi', 'light', 'skintizen']",-10,negatif
"Ini lho...
Ultra Light Serum Sunscreen dari Skintific. Jujur sunscreen Skintific nggak ada yang gagal di aku, bagus semua 😍

✅ super ringan & ga lengket
✅ oily, sensitive & acne prone skin friendly
✅ proteksi nyata

🛒: styledo.co/302144

#Skintizen #Skintific",lho ultra light serum sunscreen skintific jujur sunscreen skintific enggak gagal bagus super ringan lengket oily sensitive acne prone skin friendly proteksi nyata styledoco skintizen skintific,"['lho', 'ultra', 'light', 'serum', 'sunscreen', 'skintific', 'jujur', 'sunscreen', 'skintific', 'enggak', 'gagal', 'bagus', 'super', 'ringan', 'lengket', 'oily', 'sensitive', 'acne', 'prone', 'skin', 'friendly', 'proteksi', 'nyata', 'styledoco', 'skintizen', 'skintific']",-16,negatif
"Yang kulitnya berminyak kumpul !

Sunscreen super ringaan, nggak bikin kusem, tanpa whitecast & tone up, nyaman buat daily dan aman dibawah make up 🧡 APALAGI NGGAK BIKIN NAMBAH MINYAKAN👍

Finished-nya bikin auto alus 😭😍

#RacuninSkincare #reviewnefoe #SKINTIZEN #SKINTIFICID",kulit minyak kumpul sunscreen super ringaan enggak bikin kusam whitecast tone up nyaman daily aman bawah memakai up enggak bikin menambah minyak finishednya bikin auto alus racuninskincare reviewnefoe skintizen skintificid,"['kulit', 'minyak', 'kumpul', 'sunscreen', 'super', 'ringaan', 'enggak', 'bikin', 'kusam', 'whitecast', 'tone', 'up', 'nyaman', 'daily', 'aman', 'bawah', 'memakai', 'up', 'enggak', 'bikin', 'menambah', 'minyak', 'finishednya', 'bikin', 'auto', 'alus', 'racuninskincare', 'reviewnefoe', 'skintizen', 'skintificid']",3,positif
"SKINTIFIC GAK BISA DIEM 🥲🥲

ini tuh Skintific MSH Niacinamide yang bisa mencerahkan wajah dalam 14 hari lhoo..!!

nih moitsturizer cakep banget!! liat teskturnyaaa uuh yummy 🤍🤍
#racuninskincare #Skintizen #skintificid",skintific diam tuh skintific masih niacinamide cerah wajah loh moitsturizer cakep banget lihat teskturnyaaa uh yummy racuninskincare skintizen skintificid,"['skintific', 'diam', 'tuh', 'skintific', 'masih', 'niacinamide', 'cerah', 'wajah', 'loh', 'moitsturizer', 'cakep', 'banget', 'lihat', 'teskturnyaaa', 'uh', 'yummy', 'racuninskincare', 'skintizen', 'skintificid']",0,netral
"fix ini sunscreen ter-enak, ter-nyaman yg aku coba di bulan ini♡

emang ya produk skintific ga ada yang gagal. bikin kulit lembab, no whitecast, gak bikin kusam, no pilling & gampang bgt di blend!

rekomendasi buat kalian yang lagi cari sunscreen nyaman⤵️ #skintizen",fix sunscreen enak nyaman coba memang produk skintific gagal bikin kulit lembab no whitecast bikin kusam no pilling gampang banget blend rekomendasi cari sunscreen nyaman skintizen,"['fix', 'sunscreen', 'enak', 'nyaman', 'coba', 'memang', 'produk', 'skintific', 'gagal', 'bikin', 'kulit', 'lembab', 'no', 'whitecast', 'bikin', 'kusam', 'no', 'pilling', 'gampang', 'banget', 'blend', 'rekomendasi', 'cari', 'sunscreen', 'nyaman', 'skintizen']",-5,negatif
"Tips mengempeskan bruntusan pake Skintific Mugwort Anti Pores & Acne Clay Mask🍀
#racuninskincare #Skintizen",tips kempes bruntusan pakai skintific mugwort anti pores acne clay mask racuninskincare skintizen,"['tips', 'kempes', 'bruntusan', 'pakai', 'skintific', 'mugwort', 'anti', 'pores', 'acne', 'clay', 'mask', 'racuninskincare', 'skintizen']",-2,negatif
"kembali lagiii di sesi #racunnyadila xixi

moist viral ini beneran works di kulitku. awalnya agak skeptis karena kok kayanya semua bilang bagus dan cocok. emang iyaa sebagus itu? eh ternyata aku juga jatuh cinta, bahkan pas pertama kali pake 🥹💙

#racuninskincare #skintizen",lagi sesi racunnyadila xixi moist viral benaran works kulit skeptis kayak bilang bagus cocok memang iya bagus eh jatuh cinta pas kali pakai racuninskincare skintizen,"['lagi', 'sesi', 'racunnyadila', 'xixi', 'moist', 'viral', 'benaran', 'works', 'kulit', 'skeptis', 'kayak', 'bilang', 'bagus', 'cocok', 'memang', 'iya', 'bagus', 'eh', 'jatuh', 'cinta', 'pas', 'kali', 'pakai', 'racuninskincare', 'skintizen']",-20,negatif
"✨RENEWAL MOISTURIZER✨
Nggak jauh beda sama serumnya, kemasan moisturizernya juga didominasi dengan warna gold. Kalau serumnya all glossy, si jar moisturizernya ini lebih ke doff gitu. Terus jarnya ini bukan dari kaca tapi dibuat dari plastik yang tebel. #SkintificID #Skintizen",renewal moisturizer enggak beda serum kemas moisturizernya dominasi warna gold serum all glossy sih jar moisturizernya doff begitu jarnya kaca plastik tebal skintificid skintizen,"['renewal', 'moisturizer', 'enggak', 'beda', 'serum', 'kemas', 'moisturizernya', 'dominasi', 'warna', 'gold', 'serum', 'all', 'glossy', 'sih', 'jar', 'moisturizernya', 'doff', 'begitu', 'jarnya', 'kaca', 'plastik', 'tebal', 'skintificid', 'skintizen']",-1,netral
"Moisturizer yang makin lama dipakai makin enak 😍

Mana ringan, tapi tetap kerasa melembabkannya.Aku suka banget pakai buat bantu penyembuhan abis break out / redness biar lebih cepet healing sehat lah
(otw jar ke-4 🤗)

#racuninskincare #SKINTIZEN #SKINTIFICID #reviewnefoe",moisturizer pakai enak ringan rasa melembabkannyaaku suka banget pakai bantu sembuh habis break out redness biar cepat healing sehat otw jar racuninskincare skintizen skintificid reviewnefoe,"['moisturizer', 'pakai', 'enak', 'ringan', 'rasa', 'melembabkannyaaku', 'suka', 'banget', 'pakai', 'bantu', 'sembuh', 'habis', 'break', 'out', 'redness', 'biar', 'cepat', 'healing', 'sehat', 'otw', 'jar', 'racuninskincare', 'skintizen', 'skintificid', 'reviewnefoe']",-10,negatif
"Moisturizer ini tekstur-nya enak bangettt, ringan cepat menyerap juga tapi ttp kerasa lembab di kulit dan kerasa ‘lock’ semua skincare yang aku pake sebelumnya 🫶🏻. Ga lengket & ga ngebuat kulit berminyak juga. Hampir ga ada wangi-nya, sensitive skin approved 🙏🏻✨. #skintizen",moisturizer tekstur enak banget ringan cepat serap tetap rasa lembab kulit rasa lock skincare pakai lengket ngebuat kulit minyak wangi sensitive skin approved skintizen,"['moisturizer', 'tekstur', 'enak', 'banget', 'ringan', 'cepat', 'serap', 'tetap', 'rasa', 'lembab', 'kulit', 'rasa', 'lock', 'skincare', 'pakai', 'lengket', 'ngebuat', 'kulit', 'minyak', 'wangi', 'sensitive', 'skin', 'approved', 'skintizen']",-5,negatif
"oiya ini foto before afterku pake serum Skintific SymWhite377 Dark Spot Eraser Serum, akupun smpe ga byangka bgt bs seworth it ini dikulitku yg rewel ini. #skintific #skintizen",oiya foto before afterku pakai serum skintific symwhite dark spot eraser serum aku sampai byangka banget bisa seworth itu kulit rewel skintific skintizen,"['oiya', 'foto', 'before', 'afterku', 'pakai', 'serum', 'skintific', 'symwhite', 'dark', 'spot', 'eraser', 'serum', 'aku', 'sampai', 'byangka', 'banget', 'bisa', 'seworth', 'itu', 'kulit', 'rewel', 'skintific', 'skintizen']",-7,negatif
"selain itu serum ini jg dilengkapi dg Niacunamide dan tranexamic acid yg worth it bgt buat mengurangi noda hitam, kemerahan dan mengunci kelembapan kulit. kandungannya stabil dan ngga bakal bkin kulit iritasi. #skintific #skintizen",serum juga lengkap dengan niacunamide tranexamic acid worth itu banget kurang noda hitam merah kunci lembap kulit kandung stabil enggak bikin kulit iritasi skintific skintizen,"['serum', 'juga', 'lengkap', 'dengan', 'niacunamide', 'tranexamic', 'acid', 'worth', 'itu', 'banget', 'kurang', 'noda', 'hitam', 'merah', 'kunci', 'lembap', 'kulit', 'kandung', 'stabil', 'enggak', 'bikin', 'kulit', 'iritasi', 'skintific', 'skintizen']",-14,negatif
"Aku si paling telat cobain moisturizer viral ini.

dan aku mau bilang kalian HARUS COBA INI karena ternyata emang seenak dan sebagus itu untuk kulit yang lagi bermasalah,
Apakah kalian sudah coba?

-review oa
#racuninskincare #SKINTIFICID #SKINTIZEN",sih telat mencoba moisturizer viral bilang coba memang enak bagus kulit masalah coba oa racuninskincare skintificid skintizen,"['sih', 'telat', 'mencoba', 'moisturizer', 'viral', 'bilang', 'coba', 'memang', 'enak', 'bagus', 'kulit', 'masalah', 'coba', 'oa', 'racuninskincare', 'skintificid', 'skintizen']",-16,negatif
"Jujur banget aku tuh uda lama pngn coba sunscreen model spray gt, tp ntah kenapa blm ada yg sreg di hati. Sampai akhirnya #Skintific ngeluarin sunscreen mist ini! Langsung gas lah secara produk Skintific di kulitku ga pernah fail ♥️

#racuninskincare #skintificid #skintizen",jujur banget tuh sudah pengin coba sunscreen model spray begitu tapi entah belum sreg hati skintific mengeluarkan sunscreen mist langsung gas produk skintific kulit fail racuninskincare skintificid skintizen,"['jujur', 'banget', 'tuh', 'sudah', 'pengin', 'coba', 'sunscreen', 'model', 'spray', 'begitu', 'tapi', 'entah', 'belum', 'sreg', 'hati', 'skintific', 'mengeluarkan', 'sunscreen', 'mist', 'langsung', 'gas', 'produk', 'skintific', 'kulit', 'fail', 'racuninskincare', 'skintificid', 'skintizen']",-6,negatif
"Baru pertama kali nyobain face wash tapi bentuknya busa lembut, ternyata seenak itu ya feelnya di muka😭👍🏻
Kacau bgt ini sih jelas repurchase.

Kata aku, kalian smua harus coba!!
💙 Skintific Amino Acid Ultra-Gentle Cleansing Mousse 💙

#racuninskincare #skintizen",kali mencoba face wash bentuk busa lembut enak feelnya muka kacau banget repurchase semua coba skintific amino acid ultragentle cleansing mousse racuninskincare skintizen,"['kali', 'mencoba', 'face', 'wash', 'bentuk', 'busa', 'lembut', 'enak', 'feelnya', 'muka', 'kacau', 'banget', 'repurchase', 'semua', 'coba', 'skintific', 'amino', 'acid', 'ultragentle', 'cleansing', 'mousse', 'racuninskincare', 'skintizen']",3,positif
"MASKER UNTUK DEEP CLEANSE PORI-PORI — Skintific Mugwort Mask Anti-Pores & Acne Clay Mask 🍃 

Masker andalanku! Abis beraktivitas seharian kulit pasti berminyak banget + kotor, langsung maskeran pake ini pori auto bersih & lebih halus 🥺 #racuninskincare #SkintificID #SKINTIZEN",masker deep cleanse poripori skintific mugwort mask antipores acne clay mask masker andal habis aktivitas hari kulit minyak banget kotor langsung masker pakai pori auto bersih halus racuninskincare skintificid skintizen,"['masker', 'deep', 'cleanse', 'poripori', 'skintific', 'mugwort', 'mask', 'antipores', 'acne', 'clay', 'mask', 'masker', 'andal', 'habis', 'aktivitas', 'hari', 'kulit', 'minyak', 'banget', 'kotor', 'langsung', 'masker', 'pakai', 'pori', 'auto', 'bersih', 'halus', 'racuninskincare', 'skintificid', 'skintizen']",-4,negatif
"Belinya disni ya guyss. 

#SKINTIFICID #SKINTIZEN 

shope.ee/7pIwNvVMh7",beli disini guyss skintificid skintizen shopeeepiwnvvmh,"['beli', 'disini', 'guyss', 'skintificid', 'skintizen', 'shopeeepiwnvvmh']",-3,negatif
"Sabun cuci muka selembut awan 🌫️

SKINTIFIC AMINO ACID ULTRA-GENTLE CLEANSING MOUSE

#SKINTIZEN #SKINTIFICID
#racuninskincare",sabun cuci muka lembut awan skintific amino acid ultragentle cleansing mouse skintizen skintificid racuninskincare,"['sabun', 'cuci', 'muka', 'lembut', 'awan', 'skintific', 'amino', 'acid', 'ultragentle', 'cleansing', 'mouse', 'skintizen', 'skintificid', 'racuninskincare']",0,netral
"Kalau kalian cari acne spot yang:
✅ bening
✅ cara kerjanya cepat (12 jam hempaskan jerawat)
✅ gak perih
 
Artinya kamu harus cobain Salicylic Acid Acne Spot Treatment Gel-nya Skintific!!
 
🛒: shope.ee/7A3Dtz7yVO
 
#SKINTIFICID #SKINTIZEN #racuninskincare #reviewbycancan",cari acne spot bening kerja cepat jam hempas jerawat perih mencoba salicylic acid acne spot treatment gel skintific shopeeeadtzyvo skintificid skintizen racuninskincare reviewbycancan,"['cari', 'acne', 'spot', 'bening', 'kerja', 'cepat', 'jam', 'hempas', 'jerawat', 'perih', 'mencoba', 'salicylic', 'acid', 'acne', 'spot', 'treatment', 'gel', 'skintific', 'shopeeeadtzyvo', 'skintificid', 'skintizen', 'racuninskincare', 'reviewbycancan']",-16,negatif
"yang bikin aku amazed dari sunscreen ini, warna pada tutup botol akan berubah ketika terkena sinar UVA/UVB yang menandakan saatnya reapply sunscreen #skintizen ✨

🛒 shope.ee/4Kj0xPB9Ie",bikin amazed sunscreen warna tutup botol ubah kena sinar uvauvb tanda reapply sunscreen skintizen shopeeekjxpbie,"['bikin', 'amazed', 'sunscreen', 'warna', 'tutup', 'botol', 'ubah', 'kena', 'sinar', 'uvauvb', 'tanda', 'reapply', 'sunscreen', 'skintizen', 'shopeeekjxpbie']",-7,negatif
"Rekomendasi serum retinol yang gentle dan efektif buat pemula!

Cocok bgt buat kalian yang ada permasalahan kulit jerawat dan bekasnya😍

— Skintific Gentle A Retinol Serum Review #ReviewInTan #skintific #skintizen 
A THREAD",rekomendasi serum retinol gentle efektif mula cocok banget masalah kulit jerawat bekas skintific gentle retinol serum reviewintan skintific skintizen thread,"['rekomendasi', 'serum', 'retinol', 'gentle', 'efektif', 'mula', 'cocok', 'banget', 'masalah', 'kulit', 'jerawat', 'bekas', 'skintific', 'gentle', 'retinol', 'serum', 'reviewintan', 'skintific', 'skintizen', 'thread']",-10,negatif
"PENEMUAN SUNSCREEN TERBAIKKU TAHUN INI! — Skintific Ultra Light Serum Sunscreen SPF 50+ PA++++ 🌤 

Pantesan ss ini sold terus, cakep ih bikin glowing tapi gak greasy. 🥹 Semingguan ini aku WFO pakai ini tanpa bedak, gak bikin muka kusam~ #racuninskincare #SkintificID #SKINTIZEN",temu sunscreen baik skintific ultra light serum sunscreen spf apa pantesan ss sold cakep ih bikin glowing greasy minggu wfo pakai bedak bikin muka kusam racuninskincare skintificid skintizen,"['temu', 'sunscreen', 'baik', 'skintific', 'ultra', 'light', 'serum', 'sunscreen', 'spf', 'apa', 'pantesan', 'ss', 'sold', 'cakep', 'ih', 'bikin', 'glowing', 'greasy', 'minggu', 'wfo', 'pakai', 'bedak', 'bikin', 'muka', 'kusam', 'racuninskincare', 'skintificid', 'skintizen']",-5,negatif
"Mau ngeracunin serum yang POWERFUL banget buat mencerahkan dan meratakan warna kulit 😳
 
Satu produk udh ada 3 brightening agents:
✅ 10% Royal DSM Niacinamide (jenis niacinamide yang sama yang dipakai SK-II)
✅ Alpha Arbutin
✅ Tranexamid acid

#racuninskincare #skintizen",ngeracunin serum powerful banget cerah rata warna kulit produk sudah brightening agents royal dsm niacinamide jenis niacinamide pakai ski alpha arbutin tranexamid acid racuninskincare skintizen,"['ngeracunin', 'serum', 'powerful', 'banget', 'cerah', 'rata', 'warna', 'kulit', 'produk', 'sudah', 'brightening', 'agents', 'royal', 'dsm', 'niacinamide', 'jenis', 'niacinamide', 'pakai', 'ski', 'alpha', 'arbutin', 'tranexamid', 'acid', 'racuninskincare', 'skintizen']",-2,negatif
"Menurutku ini worth to try apalagi yang problem kulitnya kayak aku kalo emang penasaran, cobain aja deh gabakal nyesel 👍🏻 #skintizen pasti udh cobain nih 👀

shope.ee/8erxCwdEm1",turut worth try problem kulit kayak memang penasaran mencoba deh menyesal skintizen sudah mencoba shopeeeerxcwdem,"['turut', 'worth', 'try', 'problem', 'kulit', 'kayak', 'memang', 'penasaran', 'mencoba', 'deh', 'menyesal', 'skintizen', 'sudah', 'mencoba', 'shopeeeerxcwdem']",-20,negatif
"Buat yang masih ragu coba sunscreen skintific, i'll give you an advice; coba aja atleast sekali seumur. Nanti kamu bakal paham senyaman apa sunscreen ini sampe udah sering sold out mulu di ecommerce😋
#racuninskincare #SkintificID #Skintizen",ragu coba sunscreen skintific ill give you an advice coba atleast umur paham nyaman sunscreen sampai sold out mulu ecommerce racuninskincare skintificid skintizen,"['ragu', 'coba', 'sunscreen', 'skintific', 'ill', 'give', 'you', 'an', 'advice', 'coba', 'atleast', 'umur', 'paham', 'nyaman', 'sunscreen', 'sampai', 'sold', 'out', 'mulu', 'ecommerce', 'racuninskincare', 'skintificid', 'skintizen']",-11,negatif
"10/10 deh buat most viral skintific ini ✨ dari packaging,ingredients,manfaat,tekstur,felsnya dikulit,semuanya hype bgtt!! aku lupa ngasi tau kalo ini All Type Skin ya guyss😭
#skintific #skintizen #racuninskincare",deh most viral skintific packagingingredientsmanfaatteksturfelsnya dikulitsemuanya hype banget lupa mengasih tau all type skin guyss skintific skintizen racuninskincare,"['deh', 'most', 'viral', 'skintific', 'packagingingredientsmanfaatteksturfelsnya', 'dikulitsemuanya', 'hype', 'banget', 'lupa', 'mengasih', 'tau', 'all', 'type', 'skin', 'guyss', 'skintific', 'skintizen', 'racuninskincare']",-6,negatif
"lembabnya nampol bgt, jadi sampe pagi bangun tidur masi kerasa lembabnya. selain redness aku yg reda, tektur kulit juga jadi kliatan alus gitu
 #skintizen #racuninskincare",lembabnya nampol banget sampai pagi bangun tidur mas rasa lembabnya redness reda tektur kulit kelihatan alus begitu skintizen racuninskincare,"['lembabnya', 'nampol', 'banget', 'sampai', 'pagi', 'bangun', 'tidur', 'mas', 'rasa', 'lembabnya', 'redness', 'reda', 'tektur', 'kulit', 'kelihatan', 'alus', 'begitu', 'skintizen', 'racuninskincare']",-11,negatif
"✨hero ing :
•5x ceramide😍 parahh ini sih ngebuat kulit makin lembab selama 24 jam tanpa ngebuat kulit makin oily
•hyaluronic acid 
•cantella asiatica
•marine collagen
 #skintific #skintizen",hero ing ceramide parah ngebuat kulit lembab jam ngebuat kulit oily hyaluronic acid cantella asiatica marine collagen skintific skintizen,"['hero', 'ing', 'ceramide', 'parah', 'ngebuat', 'kulit', 'lembab', 'jam', 'ngebuat', 'kulit', 'oily', 'hyaluronic', 'acid', 'cantella', 'asiatica', 'marine', 'collagen', 'skintific', 'skintizen']",0,netral
"Sobat kombinasi dan oily bakalan suka ini sih~

Sunscreen dengan finish matte tapi ga dead matte, dan oil controlnya oke banget! 😭👍🏻

#racuninskincare #SKINTIFICID #SKINTIZEN",sobat kombinasi oily suka sunscreen finish matte dead matte oil controlnya oke banget racuninskincare skintificid skintizen,"['sobat', 'kombinasi', 'oily', 'suka', 'sunscreen', 'finish', 'matte', 'dead', 'matte', 'oil', 'controlnya', 'oke', 'banget', 'racuninskincare', 'skintificid', 'skintizen']",0,netral
